,entities,relations,sentences
106,"[[(u'Ontology development', u'Task'), (u'life sciences domain', u'Material')], [(u'OBO Foundry principles', u'Method'), (u'ontologies', u'Generic'), (u'duplication of terms', u'OtherScientificTerm')], [(u'approach', u'Generic'), (u'MIREOT', u'Method')], [(u'controlled import of selected annotations', u'Task')], [(u'web-based system', u'Method'), (u'RDF/XML serialization', u'Method'), (u'Web Ontology Language', u'Material')], [(u'MIREOT', u'Method'), (u'OntoFox', u'Method')], [(u'SPARQL-based ontology term retrieval algorithm', u'Method'), (u'hierarchy', u'OtherScientificTerm')], [(u'OntoFox', u'Method')], [(u'OntoFox', u'Method'), (u'term retrieval', u'Task'), (u'SPARQL endpoints', u'OtherScientificTerm')], [(u'OntoFox application', u'Task')], [(u'OntoFox', u'Method'), (u'external ontologies', u'OtherScientificTerm'), (u'them', u'Generic'), (u'client OWL ontologies', u'OtherScientificTerm')]]","[[], [], [], [(u'Initial implementations', u'USED-FOR', u'controlled import of selected annotations')], [], [], [], [], [(u'OntoFox', u'USED-FOR', u'term retrieval'), (u'SPARQL endpoints', u'USED-FOR', u'OntoFox')], [], [(u'them', u'USED-FOR', u'client OWL ontologies')]]","[u'Background : Ontology development is a rapidly growing area of research , especially in the life sciences domain .', u'To promote collaboration and interoperability between different projects , the OBO Foundry principles require that these ontologies be open and non-redundant , avoiding duplication of terms through the re-use of existing resources .', u'As current options to do so present various difficulties , a new approach , MIREOT , allows specifying import of single terms .', u'Initial implementations allow for controlled import of selected annotations and certain classes of related terms .', u'Findings : OntoFox http : //ontofox.hegroup.org/ is a web-based system that allows users to input terms , fetch selected properties , annotations , and certain classes of related terms from the source ontologies and save the results using the RDF/XML serialization of the Web Ontology Language ( OWL ) .', u'Compared to an initial implementation of MIREOT , OntoFox allows additional and more easily configurable options for selecting and rewriting annotation properties , and for inclusion of all or a computed subset of terms between low and top level terms .', u'Additional methods for including related classes include a SPARQL-based ontology term retrieval algorithm that extracts terms related to a given set of signature terms and an option to extract the hierarchy rooted at a specified ontology term .', u""OntoFox 's output can be directly imported into a developer 's ontology ."", u'OntoFox currently supports term retrieval from a selection of 15 ontologies accessible via SPARQL endpoints and allows users to extend this by specifying additional endpoints .', u'An OntoFox application in the development of the Vaccine Ontology ( VO ) is demonstrated .', u'Conclusions : OntoFox provides a timely publicly available service , providing different options for users to collect terms from external ontologies , making them available for reuse by import into client OWL ontologies .']"
107,"[[(u'decision support system', u'Method'), (u'DSS )', u'Method'), (u'Colorectal Cancer', u'OtherScientificTerm')], [(u'Clinical Practice Guidelines ( CPGs )', u'Method'), (u'CPGs', u'Method')], [(u'caregivers', u'Generic'), (u'CPGs', u'Method'), (u'DSS', u'Method')], [(u'Colorectal Cancer follow-up CPGs', u'Material'), (u'DSS', u'Method')], [(u'ontology', u'Generic'), (u'Web Ontology Language', u'Material'), (u'ontology', u'Method'), (u'Web', u'Material')], [(u'semantic framework', u'Method'), (u'web application', u'Task'), (u'ontology', u'Generic'), (u'Web technology', u'Method'), (u'database storage', u'Task'), (u'DSS', u'Method')], [(u'Web application', u'Task'), (u'CPGs', u'Method'), (u'follow-up care schedule', u'OtherScientificTerm')], [(u'DSS', u'Method'), (u'CPGs', u'OtherScientificTerm')], [(u'system', u'Generic'), (u'semantic framework', u'Method'), (u'system', u'Generic'), (u'SPARQL query engine', u'Method')]]","[[], [], [], [], [(u'Web', u'USED-FOR', u'ontology')], [(u'semantic framework', u'USED-FOR', u'web application'), (u'ontology', u'CONJUNCTION', u'Web technology'), (u'database storage', u'CONJUNCTION', u'Web technology')], [(u'Web application', u'USED-FOR', u'medical practitioners'), (u'Web application', u'USED-FOR', u'follow-up care schedule')], [(u'DSS', u'USED-FOR', u'Colorectal Cancer patients'), (u'follow-up program', u'USED-FOR', u'Colorectal Cancer patients'), (u'CPGs', u'USED-FOR', u'follow-up program')], [(u'semantic framework', u'USED-FOR', u'system')]]","[u'This paper offers insights into evolving a decision support system ( DSS ) to aid primary care physicians and/or nurses in the post-surgical care of patients with Colorectal Cancer in a clinical setting .', u'Presently , the oncologists in the cancer center , who are familiar with the Clinical Practice Guidelines ( CPGs ) , are primarily responsible for the provision of follow-up care to their patients on the basis of the CPGs ; in contrast , the attending primary care physician and/or nurse assisting the oncologist may be unfamiliar with these guidelines .', u'These caregivers would , therefore , either require hardcopies of the CPGs or can be aided via a DSS for them to be able to provide the appropriate follow-up care for the respective cancer patients .', u'Clearly , the Colorectal Cancer follow-up CPGs have to be analyzed and the ontology representing the knowledge embedded in the guidelines designed prior to realizing such a DSS .', u'The designed ontology is often coded into Web Ontology Language ( OWL ) as a standard ontology that can be accessed through the Web .', u""The authors ' research team designed and presented the semantic framework of the web application , using the designed ontology that combines the current Web technology with database storage to achieve a unified development of the DSS ."", u'The authors also designed a user-friendly interface of the Web application to provide medical practitioners the functionality of the CPGs and the flexibility to customize the desired follow-up care schedule .', u'The resulting DSS provides the physicians with follow-up program for the Colorectal Cancer patients based on the CPGs .', u'The system was built using the semantic framework for the follow-up program and queries on the system are executed through SPARQL query engine .']"
108,"[[], [(u'relational databases', u'Material'), (u'storing patient data', u'Task'), (u'clinical management', u'Method'), (u'management concepts', u'OtherScientificTerm'), (u'coded clinical data', u'Material')], [(u'sharable and extensible analysis tool', u'Method'), (u'hypertensive patients', u'OtherScientificTerm'), (u'evidence-based criteria', u'Metric')], [(u'ontology driven framework', u'Method'), (u'temporal querying requirements', u'OtherScientificTerm'), (u'general practice medicine', u'Method'), (u'prescribing', u'Task'), (u'hypertension', u'Task')], [(u'Web Ontology Language', u'Material'), (u'ontology', u'Generic'), (u'Semantic Query-enhanced Web Rule Language', u'Material')], [(u'ontology', u'OtherScientificTerm')], [(u'unified patient management ontology', u'Method'), (u'disease management ontology', u'Method'), (u'patient data ontology', u'Method'), (u'plan violation taxonomy', u'Method'), (u'EMR data', u'Material')], [(u'ontology', u'Generic'), (u'patient cohorts', u'OtherScientificTerm'), (u'quality audit criteria', u'Metric'), (u'clinical management', u'Method')], [(u'prescription timeline visualisation tool', u'Method'), (u'clinician', u'Task'), (u""patient 's antihypertensive prescribing patterns"", u'OtherScientificTerm')], [(u'framework', u'Generic'), (u'temporal relationships', u'OtherScientificTerm')], [(u'framework', u'Generic')]]","[[], [(u'relational databases', u'USED-FOR', u'storing patient data')], [(u'sharable and extensible analysis tool', u'USED-FOR', u'hypertensive patients')], [(u'ontology driven framework', u'USED-FOR', u'temporal querying requirements'), (u'ontology driven framework', u'USED-FOR', u'general practice medicine'), (u'prescribing', u'USED-FOR', u'hypertension')], [(u'Web Ontology Language', u'USED-FOR', u'ontology')], [], [(u'disease management ontology', u'CONJUNCTION', u'unified patient management ontology'), (u'disease management ontology', u'CONJUNCTION', u'patient data ontology'), (u'patient data ontology', u'CONJUNCTION', u'plan violation taxonomy'), (u'EMR data', u'USED-FOR', u'plan violation taxonomy')], [(u'ontology', u'USED-FOR', u'patient cohorts')], [(u'prescription timeline visualisation tool', u'USED-FOR', u'clinician'), (u'prescription timeline visualisation tool', u'USED-FOR', u""patient 's antihypertensive prescribing patterns"")], [], []]","[u'Background : Hypertension is one of the most prevalent chronic conditions and is directly correlated to deadly risks ; yet , despite the availability of effective treatment , there is still clear room for improving patient outcomes .', u'Use of relational databases is widespread for storing patient data , but formulating queries to identify patients whose clinical management can be improved is challenging due to the temporal nature of chronic illness and the mismatch in levels of abstraction between key management concepts and coded clinical data .', u'Objective : The objective of this work is to develop a sharable and extensible analysis tool that can be used to identify hypertensive patients who satisfy any of a set of evidence-based criteria for quality improvement potential .', u'Methods : We developed an ontology driven framework to enhance and facilitate some important temporal querying requirements in general practice medicine , focusing on prescribing for hypertension .', u'The Web Ontology Language has been used to develop the ontology and the specific queries have been written in Semantic Query-enhanced Web Rule Language .', u'We have used production electronic medical record ( EMR ) data from a General Medical Practice in New Zealand to populate the ontology .', u'Results : A unified patient management ontology consisting of a disease management ontology , a patient data ontology , and a plan violation taxonomy has been created and populated with EMR data .', u'We have queried this ontology to determine patient cohorts that satisfy any of eight quality audit criteria , thereby identifying patients whose clinical management can be improved .', u""A prescription timeline visualisation tool has also been developed to aid a clinician in understanding a patient 's antihypertensive prescribing patterns , as well as visually validating the query results ."", u'Conclusions : The presented framework shows potential to provide answers to clinically relevant queries with complex temporal relationships .', u'The framework can be used to successfully identify hypertensive patients who need to be followed-up/recalled .']"
109,"[[(u'Linked data Seminar', u'Method')], [(u'Linked data', u'Material'), (u'global communication', u'Task'), (u'public administration', u'Material'), (u'banks', u'Material'), (u'insurance companies', u'Material'), (u'archives', u'Material')], [(u'Global communication', u'Task'), (u'Linked Data', u'Material'), (u'Web', u'Material'), (u'Web', u'Material')]]","[[], [(u'Linked data', u'USED-FOR', u'global communication'), (u'public administration', u'HYPONYM-OF', u'global communication'), (u'public administration', u'CONJUNCTION', u'banks'), (u'banks', u'HYPONYM-OF', u'global communication'), (u'banks', u'CONJUNCTION', u'insurance companies'), (u'banks', u'CONJUNCTION', u'archives'), (u'insurance companies', u'HYPONYM-OF', u'global communication'), (u'archives', u'CONJUNCTION', u'insurance companies')], [(u'Linked Data', u'USED-FOR', u'Global communication'), (u'Web', u'USED-FOR', u'Global communication')]]","[u'Why a Linked data Seminar ?', u'Linked data provides a new language in the world of global communication : from the public administration , banks , insurance companies , to archives , libraries and museums .', u""Global communication via Linked Data is about using the Web to connect related data that was n't previously linked , or using the Web to lower the barriers to linking data currently linked using other methods .""]"
110,"[[(u'linked data model', u'Method'), (u'tree format', u'OtherScientificTerm')], [(u'relational database', u'Material'), (u'linked data model', u'Method'), (u'business logic', u'OtherScientificTerm')], [(u'retrieval of data', u'Task'), (u'linked data model', u'Method')]]","[[(u'tree format', u'USED-FOR', u'linked data model')], [], []]","[u'Systems and methods are provided for storing and retrieving data using a linked data model having a tree format .', u'Instead of using a traditional relational database , a linked data model can be used with links between data items that reflect the underlying business logic .', u'To facilitate retrieval of data , the data items stored using the linked data model can be individually addressable .']"
111,"[[(u'radiotherapy plans', u'Method'), (u'Bayesian networks', u'Method'), (u'radiation delivery', u'OtherScientificTerm')], [(u'Methods', u'Generic'), (u'Semi-structured interviews', u'Material'), (u'medical physicists', u'Material'), (u'layered nodes', u'OtherScientificTerm'), (u'Bayesian Network', u'Method'), (u'radiotherapy concepts', u'OtherScientificTerm')], [(u'Concepts', u'OtherScientificTerm'), (u'network', u'Generic'), (u'institutional database', u'Material'), (u'mathematical distributions', u'OtherScientificTerm')], [(u'concept-relation knowledge base', u'Material'), (u'Web Ontology Language', u'Material'), (u'Hugin Expert Bayes Network files', u'Material'), (u'RHugin package', u'Material')], [(u'de-identified data', u'Material'), (u'Mosaiq relational database', u'Material'), (u'Estimation-Maximization ( EM ) algorithm', u'Method'), (u'machine learning', u'Task'), (u'parameter distributions', u'OtherScientificTerm')], [(u'ICD-9 neoplasm categories', u'OtherScientificTerm'), (u'lung', u'OtherScientificTerm'), (u'brain', u'OtherScientificTerm'), (u'lymphoma', u'OtherScientificTerm'), (u'female breast', u'OtherScientificTerm')], [(u'Bayesian networks', u'Method'), (u'probabilistic knowledge', u'OtherScientificTerm'), (u'treatment planning', u'Task')], [(u'networks', u'Generic'), (u'datamore', u'Material'), (u'clinical oncology information management system', u'Method')], [(u'treatment planning', u'Method'), (u'outliers', u'OtherScientificTerm')], [(u'networks', u'Generic'), (u'probabilistic models', u'Method'), (u'clinical chart checking', u'Task'), (u'RT', u'Task')]]","[[(u'Bayesian networks', u'USED-FOR', u'probabilistic model of radiotherapy plans'), (u'Bayesian networks', u'USED-FOR', u'radiotherapy plans')], [(u'Semi-structured interviews', u'CONJUNCTION', u'domain experts'), (u'medical physicists', u'CONJUNCTION', u'domain experts')], [], [(u'Web Ontology Language', u'USED-FOR', u'concept-relation knowledge base'), (u'Web Ontology Language ( OWL )', u'USED-FOR', u'concept-relation knowledge base')], [(u'Mosaiq relational database', u'USED-FOR', u'de-identified data'), (u'Estimation-Maximization ( EM ) algorithm', u'USED-FOR', u'machine learning'), (u'Estimation-Maximization ( EM ) algorithm', u'USED-FOR', u'parameter distributions')], [(u'lung', u'HYPONYM-OF', u'ICD-9 neoplasm categories'), (u'lung', u'CONJUNCTION', u'brain'), (u'brain', u'HYPONYM-OF', u'ICD-9 neoplasm categories'), (u'brain', u'CONJUNCTION', u'lymphoma'), (u'brain', u'CONJUNCTION', u'female breast'), (u'lymphoma', u'HYPONYM-OF', u'ICD-9 neoplasm categories'), (u'lymphoma', u'CONJUNCTION', u'female breast'), (u'female breast', u'HYPONYM-OF', u'ICD-9 neoplasm categories')], [(u'Bayesian networks', u'USED-FOR', u'treatment planning'), (u'probabilistic knowledge', u'PART-OF', u'treatment planning')], [(u'clinical oncology information management system', u'USED-FOR', u'networks')], [], [(u'probabilistic models', u'USED-FOR', u'clinical chart checking'), (u'probabilistic models', u'USED-FOR', u'detection')]]","[u'Purpose : To develop a probabilistic model of radiotherapy plans using Bayesian networks that will detect potential errors in radiation delivery .', u'Methods : Semi-structured interviews with medical physicists and other domain experts were employed to generate a set of layered nodes and arcs forming a Bayesian Network ( BN ) which encapsulates relevant radiotherapy concepts and their associated interdependencies .', u'Concepts in the final network were limited to those whose parameters are represented in the institutional database at a level significant enough to develop mathematical distributions .', u'The concept-relation knowledge base was constructed using the Web Ontology Language ( OWL ) and translated into Hugin Expert Bayes Network files via the the RHugin package in the R statistical programming language .', u'A subset of de-identified data derived from a Mosaiq relational database representing 1937 unique prescription cases was processed and pre-screened for errors and then used by the Hugin implementation of the Estimation-Maximization ( EM ) algorithm for machine learning all parameter distributions .', u'Individual networks were generated for each of several commonly treated anatomic regions identified by ICD-9 neoplasm categories including lung , brain , lymphoma , and female breast .', u'Results : The resulting Bayesian networks represent a large part of the probabilistic knowledge inherent in treatment planning .', u'By populating the networks entirely with datamore captured from a clinical oncology information management system over the course of several years of normal practice , we were able to create accurate probability tables with no additional time spent by experts or clinicians .', u'These probabilistic descriptions of the treatment planning allow one to check if a treatment plan is within the normal scope of practice , given some initial set of clinical evidence and thereby detect for potential outliers to be flagged for further investigation .', u'Conclusion : The networks developed here support the use of probabilistic models into clinical chart checking for improved detection of potential errors in RT plans.less']"
112,"[[(u'Level 1 fusion', u'Task')], [(u'Level 1 fusion', u'OtherScientificTerm'), (u'position', u'OtherScientificTerm'), (u'velocity', u'OtherScientificTerm')], [(u'information fusion system', u'Method')], [(u'computational complexity', u'Metric'), (u'Level 2 processing', u'Task'), (u'ontologies', u'OtherScientificTerm')], [(u'Level 2 fusion', u'Task')], [(u'ontologies', u'OtherScientificTerm'), (u'annotations of situations', u'OtherScientificTerm'), (u'and/or relations', u'OtherScientificTerm')], [(u'data association', u'Task'), (u'Level 1 fusion', u'Task')], [(u'reasoning', u'Method')], [(u'uncertainty information', u'OtherScientificTerm')], [(u'reasoning aspect', u'OtherScientificTerm'), (u'features', u'OtherScientificTerm'), (u'ontology representation language', u'OtherScientificTerm')], [(u'OWL', u'Method'), (u'web ontology language', u'Material')], [(u'language', u'Generic'), (u'constructs', u'OtherScientificTerm'), (u'multiplicity constraints', u'OtherScientificTerm'), (u'features', u'OtherScientificTerm'), (u""`` inverse functional property ''"", u'OtherScientificTerm')], [(u'features', u'OtherScientificTerm'), (u'identities of objects and relations', u'Task')], [(u'consistency-checking tool', u'Method'), (u'ConsVISor', u'Method')], [(u'Optical Engineering', u'Task')], []]","[[], [(u'Level 1 fusion', u'USED-FOR', u'Level 2 fusion'), (u'position', u'CONJUNCTION', u'velocity'), (u'velocity', u'HYPONYM-OF', u'characteristics')], [], [], [], [(u'ontologies', u'CONJUNCTION', u'annotations of situations')], [(u'Level 1 fusion', u'FEATURE-OF', u'data association')], [], [], [(u'features', u'USED-FOR', u'reasoning aspect'), (u'ontology representation language', u'USED-FOR', u'reasoning aspect')], [(u'OWL', u'HYPONYM-OF', u'web ontology language')], [], [(u'features', u'USED-FOR', u'identities of objects and relations')], [(u'ConsVISor', u'HYPONYM-OF', u'consistency-checking tool')], [], []]","[u'After a number of years of intensive research on Level 1 fusion , the focus is shifting to higher levels .', u'Level 2 fusion differs from Level 1 fusion in its emphasis on relations among objects rather than on the characteristics ( position , velocity , type ) of single objects .', u'While the number of such characteristics grows linearly with the number of objects considered by an information fusion system , this can not be said about the number of possible relations , which can grow exponentially .', u'To alleviate the problems of computational complexity in Level 2 processing , the authors of this paper have suggested the use of ontologies .', u'In this paper we analyze the issue of association in Level 2 fusion .', u'In particular , we investigate ways in which the use of ontologies and annotations of situations in terms of the ontologies can be used for deciding which of the objects , and/or relations among such , can be considered to be the same .', u'This is analogous to data association in Level 1 fusion .', u'First , we show the kinds of reasoning that can be carried out on the annotations in order to identify various objects and possible coreferences .', u'Second , we analyze how uncertainty information can be incorporated into the process .', u'The reasoning aspect depends on the features of the ontology representation language used .', u'We focus on OWL - the web ontology language .', u""This language comprises , among others , constructs related to expressing multiplicity constraints as well as such features like `` functional property '' and `` inverse functional property '' ."", u'We will show how these features can be used in resolving the identities of objects and relations .', u'Moreover , we will show how a consistency-checking tool ( ConsVISor ) developed by the authors can be used in this process .', u'( 2004 ) COPYRIGHT SPIE -- The International Society for Optical Engineering .', u'Downloading of the abstract is permitted for personal use only .']"
113,"[[(u'Semantic Application Design Language', u'Method'), (u'formal logic', u'Method'), (u'domain-specific language ( DSL ) development environments', u'Task'), (u'controlled-English language', u'Material'), (u'Web Ontology Language', u'Material'), (u'SPARQL graph query language', u'Material'), (u'if/then rule language', u'OtherScientificTerm')], [(u'Models', u'Method'), (u'SADL language', u'Material'), (u'Eclipse-based integrated development environment', u'Method')], [(u'semantic highlighting', u'OtherScientificTerm'), (u'statement completion', u'Task'), (u'expression templates', u'OtherScientificTerm'), (u'model validation', u'Task'), (u'automatic error correction', u'Task'), (u'authoring features', u'OtherScientificTerm')], [(u'SADL language', u'Method'), (u'regression testing', u'Task')], [(u'models', u'Generic'), (u'source code control', u'Method'), (u'model', u'Generic')], [], [(u'SADL-IDE', u'Method'), (u'explanation capability', u'OtherScientificTerm'), (u'reasoner/rule engine', u'Method')], [], [(u'language', u'Generic'), (u'IDE', u'OtherScientificTerm'), (u'it', u'Generic'), (u'decision support systems', u'Method'), (u'collaborative human-computer approach', u'Method')], [(u'SADL', u'OtherScientificTerm'), (u'open source code', u'Material'), (u'SADL', u'Method')], [(u'authoring and model lifecycle support facilities', u'Method')]]","[[(u'formal logic', u'USED-FOR', u'Semantic Application Design Language'), (u'SPARQL graph query language', u'CONJUNCTION', u'if/then rule language')], [], [(u'semantic highlighting', u'CONJUNCTION', u'statement completion'), (u'semantic highlighting', u'CONJUNCTION', u'expression templates'), (u'statement completion', u'CONJUNCTION', u'expression templates'), (u'statement completion', u'CONJUNCTION', u'model validation'), (u'expression templates', u'CONJUNCTION', u'model validation'), (u'expression templates', u'CONJUNCTION', u'automatic error correction'), (u'model validation', u'CONJUNCTION', u'automatic error correction')], [(u'SADL language', u'USED-FOR', u'regression testing')], [], [], [(u'SADL-IDE', u'HYPONYM-OF', u'explanation capability')], [], [(u'it', u'USED-FOR', u'decision support systems')], [(u'open source code', u'USED-FOR', u'SADL')], []]","[u'The Semantic Application Design Language ( SADL ) combines advances in standardized declarative modeling languages based on formal logic with advances in domain-specific language ( DSL ) development environments to create a controlled-English language that translates directly into the Web Ontology Language ( OWL ) , the SPARQL graph query language , and a compatible if/then rule language .', u'Models in the SADL language can be authored , tested , and maintained in an Eclipse-based integrated development environment ( IDE ) .', u'This environment offers semantic highlighting , statement completion , expression templates , hyperlinking of concepts to their definition , model validation , automatic error correction , and other advanced authoring features to enhance the ease and productivity of the modeling environment .', u'In addition , the SADL language offers the ability to build in validation tests and test suites that can be used for regression testing .', u'Through common Eclipse functionality , the models can be easily placed under source code control , versioned , and managed throughout the life of the model .', u'Differences between versions can be compared side-by-side .', u'Finally , the SADL-IDE offers an explanation capability that is useful in understanding what was inferred by the reasoner/rule engine and why those conclusions were reached .', u'Perhaps more importantly , explanation is available of why an expected inference failed to occur .', u'The objective of the language and the IDE is to enable domain experts to play a more active and productive role in capturing their knowledge and making it available as computable artifacts useful for automation where appropriate and for decision support systems in applications that benefit from a collaborative human-computer approach .', u'SADL is built entirely on open source code and most of SADL is itself released to open source .', u'This paper explores the concepts behind the language and provides details and examples of the authoring and model lifecycle support facilities .']"
114,"[[(u'non-invasive neuroimaging modalities', u'Method'), (u'multi-level analysis of human connectomics datasets', u'Task'), (u'heterogeneous data', u'Material'), (u'unified representation', u'Method')], [(u'Biomedical ontologies', u'OtherScientificTerm'), (u'integrative framework', u'Method'), (u'domain knowledge', u'OtherScientificTerm'), (u'information retrieval', u'Task'), (u'data sharing', u'Task'), (u'modalities', u'OtherScientificTerm'), (u'species', u'OtherScientificTerm')], [(u'it', u'Generic'), (u'neurobiology', u'OtherScientificTerm'), (u'vivo human connectomics', u'OtherScientificTerm'), (u'Magnetic Resonance Imaging', u'Task'), (u'it', u'Generic'), (u'brain knowledge', u'OtherScientificTerm')], [(u'neuroanatomical ontology', u'Method'), (u'macroscopic gray matter regions', u'OtherScientificTerm'), (u'fiber bundles', u'OtherScientificTerm'), (u'diffusion tractography', u'Method'), (u'MRI connectomics datasets', u'Material'), (u'living human brain', u'Material')], [(u'NEURO-DL-FMA', u'Method'), (u'FMA', u'Method')], [(u'HCO', u'Method'), (u'NEURO-DL-FMA', u'Method'), (u'entities', u'Generic'), (u'object properties', u'OtherScientificTerm'), (u'MR connectivity', u'OtherScientificTerm')], [(u'common reasoning engines', u'Method')], [(u'HCO', u'Method')], [(u'neuroimaging datasets', u'Material'), (u'HCO', u'Method'), (u'connectivity patterns', u'OtherScientificTerm'), (u'diffusion tractography', u'OtherScientificTerm')], [(u'approach', u'Generic'), (u'modalities', u'OtherScientificTerm'), (u'species', u'OtherScientificTerm')]]","[[(u'non-invasive neuroimaging modalities', u'CONJUNCTION', u'multi-level analysis of human connectomics datasets')], [(u'Biomedical ontologies', u'USED-FOR', u'domain knowledge'), (u'Biomedical ontologies', u'USED-FOR', u'information retrieval'), (u'Biomedical ontologies', u'USED-FOR', u'data sharing'), (u'integrative framework', u'USED-FOR', u'domain knowledge'), (u'integrative framework', u'USED-FOR', u'information retrieval'), (u'integrative framework', u'USED-FOR', u'data sharing'), (u'information retrieval', u'CONJUNCTION', u'data sharing'), (u'data sharing', u'CONJUNCTION', u'data comparisons'), (u'data sharing', u'CONJUNCTION', u'modalities'), (u'scales', u'CONJUNCTION', u'modalities'), (u'modalities', u'CONJUNCTION', u'species')], [(u'neurobiology', u'CONJUNCTION', u'vivo human connectomics'), (u'it', u'COMPARE', u'brain knowledge')], [(u'`` Human Connectomics Ontology ( HCO )', u'HYPONYM-OF', u'neuroanatomical ontology'), (u'diffusion tractography', u'USED-FOR', u'fiber bundles')], [], [(u'NEURO-DL-FMA', u'USED-FOR', u'HCO')], [], [], [], [(u'approach', u'USED-FOR', u'comparison of data'), (u'modalities', u'CONJUNCTION', u'species')]]","[u'Different non-invasive neuroimaging modalities and multi-level analysis of human connectomics datasets yield a great amount of heterogeneous data which are hard to integrate into an unified representation .', u'Biomedical ontologies can provide a suitable integrative framework for domain knowledge as well as a tool to facilitate information retrieval , data sharing and data comparisons across scales , modalities and species .', u'Especially , it is urgently needed to fill the gap between neurobiology and in vivo human connectomics in order to better take into account the reality highlighted in Magnetic Resonance Imaging ( MRI ) and relate it to existing brain knowledge .', u'The aim of this study was to create a neuroanatomical ontology , called `` Human Connectomics Ontology ( HCO ) , in order to represent macroscopic gray matter regions connected with fiber bundles assessed by diffusion tractography and to annotate MRI connectomics datasets acquired in the living human brain .', u""First a neuroanatomical `` view '' called NEURO-DL-FMA was extracted from the reference ontology Foundational Model of Anatomy ( FMA ) in order to construct a gross anatomy ontology of the brain ."", u""HCO extends NEURO-DL-FMA by introducing entities ( such as `` MR_Node '' and `` MR_Route '' ) and object properties such as `` tracto_connects '' ) pertaining to MR connectivity ."", u'The Web Ontology Language Description Logics ( OWL DL ) formalism was used in order to enable reasoning with common reasoning engines .', u'Moreover , an experimental work was achieved in order to demonstrate how the HCO could be effectively used to address complex queries concerning in vivo MRI connectomics datasets .', u'Indeed , neuroimaging datasets of five healthy subjects were annotated with terms of the HCO and a multi-level analysis of the connectivity patterns assessed by diffusion tractography of the right medial Brodmann Area 6 was achieved using a set of queries .', u'This approach can facilitate comparison of data across scales , modalities and species .']"
115,"[[(u'elles permettent de partager', u'OtherScientificTerm')], [(u'Afin de construire ces ontologies', u'OtherScientificTerm'), (u'notre methodologie', u'Method'), (u'partir de chaque ressource du domaine', u'Method'), (u'corpus de textes', u'Material')], [(u'Puis', u'Material')], [], [], [(u'Lapposition de contextes', u'OtherScientificTerm')], [(u'hierarchie initiale', u'OtherScientificTerm')], [], [], [], [(u'Cette ontologie', u'Method'), (u'instanciation de concepts', u'OtherScientificTerm'), (u'comparaison de concepts', u'OtherScientificTerm')], []]","[[(u'En effet', u'CONJUNCTION', u'elles permettent de partager'), (u'elles permettent de partager', u'CONJUNCTION', u'dactualiser les connaissances dun domaine')], [(u'Afin de construire ces ontologies', u'CONJUNCTION', u'notre methodologie')], [], [], [], [], [], [], [], [], [(u'instanciation de concepts', u'CONJUNCTION', u'comparaison de concepts')], []]","[u'Les ontologies sont diversement employees notamment dans les domaines du Web semantique , de lingenierie des connaissances , En effet , elles permettent de partager , de diffuser et dactualiser les connaissances dun domaine .', u""Afin de construire ces ontologies , notre methodologie utilise tout dabord des methodes de Traitement Automatique de la Langue Naturelle ( TALN ) et d'Extraction d'Information ( IE ) pour extraire des donnees preparees a partir de chaque ressource du domaine ( corpus de textes , bases de donnees , thesaurus ) ."", u""Puis , ces donnees sont fouillees avec les methodes de fouilles : l'Analyse Formelle de concepts ( AFC ) et lAnalyse Relationnelle de Concepts ( ARC ) ."", u""L'AFC regroupe des objets partageant les memes attributs binaires dans des concepts d'un treillis ."", u""L'ARC est une extension de l'AFC qui permet de regrouper des objets partageant les memes attributs binaires , mais aussi les memes attributs relationnels ."", u'Lapposition de contextes ( une propriete de lAFC ) permet dassocier ces attributs ( binaires et relationnels ) a un ensemble de classes predefinies et hierarchisees par les experts du domaine .', u'De cette facon , des definitions etendues sont proposees aux experts du domaine pour ces classes predefinies ainsi que de nouvelles classes inexistantes dans la hierarchie initiale .', u'Ces nouvelles classes peuvent etre considerees pertinentes et ajoutees par les experts en tant que nouvelles unites de connaissances .', u'Les treillis resultant des methodes de fouille constituent ce que nous appelons schema dontologie .', u'Ce schema dontologie est ensuite represente par le langage FLE de la famille des logiques de descriptions afin davoir une ontologie .', u'Cette ontologie , implementee en OWL ( Web Ontology Language ) , a permis a notre systeme de repondre automatiquement a differentes questions proposees par les experts du domaine ( instanciation de concepts , comparaison de concepts , ) .', u""Des experiences pratiques ont ete menees dans deux domaines d'application que sont l'astronomie et la microbiologie .""]"
